Province_index,Province,Year,Hydro,Thermal,Nuclear,Wind,Solar,Other,Size of Energy Sector,Population,GDP_pc,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,VA-L,VA-R
10,江苏,2002,0.00136897224408775,0.998631027755912,0,0,0,0,1168.76,7406,14369,0.0597786009938386,0.00485481923936888,0.00665983571561809,0.00128889627440164,0.00173808751615948,0.0182966082061951,0.0460101776276059,0.00693308780691214,0.00576395412087839,0.0174273376943704,0.00969184144963737,0.115475794742986,0.0242518451754595,0.0610786359643581,0.0159414346818878,0.0327705797089899,0.0140077097138502,0.0226182511100211,0.0458371514483361,0.00425957084670845,0.0070237656732714,0.00424116915326626,0.0260282440742852,0.001742388658307,0.00354620660626581,0.000402028566835334,0.0192806761362693,0.00104891754022664,0.00758851232518872,0.0498111399382051,0.0112812341992535,0.017323339665156,0.00201746246544839,0.00358554677581108,0.00150141590365249,0.00198593857438575,0.00180688245847293,0.00250210253958068,0.000247906623111431,6.15467219934032e-05,0.00278178622139754,3.59454822326791e-05,0.163513876437931,0.155957743026561
11,浙江,2002,0.156127348995175,0.779197264988023,0.0631122007174908,0,0,0.00156318529931062,889.21,4776,16918,0.0359550890273664,0.00628190530171364,0.00895474402671371,0.00270306102932273,0.0037438527234494,0.0211701391469962,0.0614587441060278,0.016199390770728,0.0103484837289488,0.0275853033400949,0.0150571679053477,0.104138649130457,0.0236698274460204,0.0644386647191306,0.0227445533917034,0.0300542984180366,0.015870061680642,0.0210538531898837,0.0194346385430165,0.00611240653233891,0.00430996188682296,0.00329595148285234,0.0207869731333903,0.000988413244754362,0.00142829092352806,0.00394547309627793,0.0226991437287728,0.000463477447483923,0.0100787238503778,0.0373612523344121,0.00748295719907093,0.0157047933460605,0.00177542340275363,0.0214754749304655,0.000656818282988901,0.00291273935457619,0.00283121135316826,0.00201335321637947,0.000923010136648957,0.00112308527722141,0.00352661432788894,0.000556505978692552,0.139945030070296,0.176740487837178
12,安徽,2002,0.0288355291117722,0.971164470888228,0,0,0,0,470.6,6144,6238,0.0534388358958181,0.0183956304337283,0.00573047411696848,0.00444646991315129,0.00727172215934249,0.0373505816753278,0.00980727041670553,0.00287363106236393,0.00756571668540085,0.0191775365861356,0.0141314273082439,0.0611708794230705,0.0279819207629914,0.0490008552686472,0.0176010434614951,0.0257999572356153,0.0178800004979893,0.00900551584128011,0.00767151153234605,0.00305597864883773,0.0083369401063747,0.00817996907067886,0.0214346930111272,0.000516788216210906,0.00427838053624,0.0122901451713239,0.0417083396981986,0.00132139284552678,0.00692143340485095,0.0425660790898018,0.0203305288954434,0.0248197507071795,0.00155678819592399,0.00723590658032272,0.000365107562456578,0.0016854711503526,0.00121276824569052,0.00828238399921589,0.00113953670988741,0.00144754985245068,0.00168979085117423,0.000178225694890164,0.226972076422982,0.156172995056237
13,福建,2002,0.42085615667442,0.578712388384483,0,0,0,0.0004502138515795,533.08,3476,12910,0.0583119103761133,0.00469415430687191,1.93397214450451e-05,0.0159028828536725,0.00227195859785136,0.0290891074674718,0.0148620689034917,0.0196646749855065,0.0275186970222621,0.0206691009796506,0.00890084622946504,0.0411105684590303,0.0143851401278262,0.0242709320503388,0.0166957694285828,0.0130064058059833,0.0223438959085277,0.0136470201557616,0.013587211444835,0.00834985589302946,0.00815402776044984,0.00561861873405228,0.0160248899754546,0.000518300426780159,0.00307277285545277,0.0119097953914024,0.0609367289471058,0.00161826988577075,0.00941673055909572,0.0621803377920656,0.013122788716651,0.0326479840865694,0.0154730599684764,0.00275515842829346,0.00154118349638056,0.00198516101063745,0.000152096238522335,0.00549671383309898,0.00105627684091484,0.00058252118844575,0.00481852121687071,0.00514519824536053,0.175083323746669,0.191387999937762
14,江西,2002,0.248034194927215,0.751965805072785,0,0,0,0,247.99,4222,5829,0.066728877359834,0.01047081491327,0.00818280852226232,0.0114864762010306,0.00650159677654102,0.0228050444099718,0.00758391759664909,0.00311918516610814,0.00867535816020359,0.0168483050792865,0.0170283856589427,0.0441891823480065,0.0310386817170983,0.0358542642280524,0.0131104972580816,0.0198265109788757,0.0150598414630792,0.00960811831873395,0.00504078607833018,0.00275778797977059,0.005463131085866,0.00259515214911281,0.0288813563967152,0.000459830927627316,0.0046823264130173,0.0133255574373388,0.0463886712184786,0.00083711086990301,0.00682623998786474,0.0378937957902647,0.012541761321656,0.0182427402913267,0.0025051733475416,0.0152948728890185,0.00074626044837357,0.00461961987112502,0.000962591442920025,0.00609928685215206,0.000433705115193392,0.0028451552263522,0.00532973879187509,0.000870001782124499,0.2531598523425,0.173079627787525
15,山东,2002,0.000120795316362934,0.999879204683637,0,0,0,0,1241.77,9082,11120,0.0604160001456363,0.0179247189075564,0.0174109532030146,0.00697901920311432,0.0059078259638598,0.0878631102487424,0.0172387903855186,0.00612010992542517,0.00734948263566976,0.0145985659302767,0.0231174937053082,0.0633088407071948,0.042023410245186,0.0255208964306461,0.0153421939468441,0.025546252115864,0.0100776334055707,0.0108551583443298,0.0100618679488178,0.00267810424818888,0.00480793334432325,0,0.0148788919531747,0.000459629129837438,0.00075802284915643,0.0017393227680438,0.028688107426343,0.00129225619286102,0.00710047717269477,0.0402029720598358,0.0158347543180951,0.0172593426433474,0.00741037057989057,0.0102359576094773,2.75637784977435e-05,0.00248492256304269,0.00353258544842601,0.00352774538867819,0.000540064923805005,0.000775949710988619,0.0132389396253243,0.00129182455562191,0.170205141296449,0.183366797824267
16,河南,2002,0.0542341477570792,0.945765852242921,0,0,0,0,895.93,9613,6487,0.115440467622543,0.0126406929637811,0.0106152922651025,0.0155109785844956,0.00973495454174696,0.052299825904978,0.0101165802405081,0.013407123565955,0.0151659153865903,0.016546452417333,0.00968629788045936,0.0399403397784277,0.0624807472482791,0.0239852271268253,0.0138842586897209,0.0186873653979453,0.00521718344999413,0.00371965183193673,0.00330102576136529,0.000658538397493581,0.0168311956704068,3.05618101190801e-05,0.025185527968119,5.19360821140698e-05,0.000439544122623869,0.000200713345565121,0.0350353289168446,0.00150133012193332,0.00519180309999015,0.033909807215748,0.0157068141306073,0.00382959365777466,0.00249328404680555,0.00322454141764785,4.51601610769084e-05,6.45449583176822e-05,0.000108800187373388,0.00442014934946788,0.000321122527368956,6.02858094194589e-05,0.000204396026671355,0.00123061996565272,0.225152403046477,0.171721617030228
17,湖北,2002,0.44813772021559,0.55186227978441,0,0,0,0,621.55,5672,7437,0.0542138399336004,0.0121750960220327,0.00624489674350999,0.00706943896502175,0.0100754506496805,0.028620630386425,0.0241618610403959,0.00792427954833665,0.0091574576673758,0.0179129984245637,0.015592580332598,0.0541072815219376,0.0332634734294846,0.0477209306234855,0.0170481416371482,0.018486952341822,0.0319369908364384,0.0082066589190963,0.00667264366318507,0.00510665338345806,0.00266185581054035,0.00159512397556404,0.0182605181482509,0.000576264019064155,0.00371486267377466,0.00385843914062602,0.0290505622956743,0.00110407589840487,0.0132851899137148,0.0384387112093319,0.015016042704859,0.0322676155428244,0.00903824689803878,0.00702177184810102,0.000943747911624457,0.000866224962794479,0.00117501584675648,0.00320074509032394,0.00116961592707379,0.00171997008875473,0.00230187529529219,0.000202035620681529,0.230143703232449,0.166689529875885
18,湖南,2002,0.558067287989953,0.441932712010047,0,0,0,0,453.87,6629,6734,0.0542589083044088,0.019796735005951,0.0103523505707927,0.0105431449918953,0.00800481424988894,0.0300519168196919,0.00828253623391697,0.00386699479837695,0.00702827962365489,0.0193662243073168,0.0188165023641681,0.0433568441973721,0.0273704291461893,0.0503079846207362,0.009092905375849,0.018219679996629,0.018229521073839,0.00759402653150895,0.00561842797193767,0.00335637381520195,0.00476579049119159,0.00169198227910662,0.0282942052500289,0.000551847713500325,0.00219556222888097,0.00540296092518359,0.0341040693377217,0.00145855743324485,0.0152298757474015,0.0680188671757656,0.0100773682195109,0.0251065633125931,0.0106358034869392,0.0088527580728677,5.84992802026005e-05,0.000123450559491931,0.00306131608755597,0.00180418246910748,0.00105524973192649,0.00159376098629273,0.00386656782051583,0.00201275423618344,0.243645581148837,0.152877826003976
19,广东,2002,0.105017727523921,0.76424566436302,0.129898353917131,0,0,0.000838254195927947,1610.49,8842,15478,0.0251361003714334,0.00366069449283674,0.00808276750466328,0.00178793474850474,0.00253172530177159,0.0153010165887214,0.0201124884527663,0.0131978089590811,0.00727800552861375,0.033679168064397,0.0210319647853973,0.078567511243398,0.017282617069017,0.0228180318707524,0.0232934128479342,0.0100235150465912,0.0131691079895584,0.0241779507648606,0.0959735840806972,0.0139156595651979,0.00878010769976441,0.000872854333393115,0.0398638087502971,0.00167640364159182,0.00256055581029198,0.00194858808093587,0.0316596071497852,0.00104980101334099,0.0146004435614014,0.0233299931898873,0.0126193587448064,0.0160527566478162,0.0106035987512944,0.0257897444844712,0.000809641543831753,0.000952894360430332,0.00134959895007107,0.00530319031926284,0.000323973785025338,0.000602247563573565,0.00183829539246707,0.000205801095513183,0.156958147016929,0.189227522837626
20,广西,2002,0.587767719143299,0.412232280856701,0,0,0,0,317.03,4822,5559,0.0562306983945019,0.00974711039207648,0.00122559551297204,0.00939818754823589,0.0132399474898449,0.0282939006060355,0.00175486377366739,0.00186306632304434,0.00669672734664669,0.0133667395704635,0.0164440546928229,0.0565579377902233,0.0206729305096299,0.0409328660854329,0.013698161284297,0.0173798475931161,0.0200761090837368,0.00769127324478384,0.00450555103670259,0.00162545308566938,0.0024366485248781,0.0100593930866413,0.0250271168999219,0.000938290321522016,0.00313984784442861,0.00376533783309672,0.0293067897271865,0.000542122413684958,0.035612286273343,0.0323615641865871,0.00950360034550774,0.0260693388429591,0.00552895246812663,0.0214359368384429,0.000659941795033947,0.0124284236720714,0.0015147404098692,0.0042490569458451,0.00186829853384532,0.00122926442053741,0.00270357409803263,0.00052235301520163,0.0554411006015254,0.372254999015322
21,海南,2002,0.306106723174726,0.691388942400308,0,0,0,0.0023116933153535,51.91,803,8041,0.0539712356744596,0.00418173366788864,0.00163584495553158,0.000964235331599756,0.00445284829300634,0.0359428569771337,0.00541812908399791,0.00194184481486414,0.00744410939733869,0.0125450658292098,0.0189065322588587,0.0511740077283961,0.0261561858334168,0.0245224966022201,0.016065233380363,0.0102334550487139,0.0204627044276567,0.00768264246770968,0.00388852222930443,0.0029344223505961,0.0016603576928839,0.000623216116122593,0.0273277987786707,0.00252115366640259,0.0034968860440942,0.00233739181210537,0.0244810151101613,0.00128941996469778,0.00771569630606773,0.00552044870439872,0.0229931467143181,0.0273188823016587,0.0258474254229978,0.0387660921727924,0.0013730982908343,0.0170677527041371,0.00588359713611801,0.00825974860712955,0.00195578687967746,0.00206859079027573,0.00582863759300724,0.00131477840697593,0.248224495623214,0.205600476808994
22,重庆,2002,0.202868741542625,0.797131258457375,0,0,0,0,184.75,2814,8079,0.0292107229770146,0.00794914523150529,0.00323084474059655,0.00413043302174752,0.0094972229902591,0.0160892598233377,0.00294335084019586,0.00350992854593506,0.00651891826255974,0.0172198064634627,0.0157143812041782,0.0517370805068299,0.036757405937009,0.0781153710340564,0.0189149605484447,0.0183995548961749,0.0929397051278375,0.010057397348131,0.00862915888322402,0.00553163512899262,0.00258003838214144,0.000987593267224513,0.025954447276512,0.0018864518221228,0.0040215031353783,0.0172551981867178,0.0289292128318859,0.000525530604025798,0.00607068391184936,0.0020722036397432,0.0173772084161664,0.0348304907941749,0.00685353423572741,0.0237443071318555,5.64260824886934e-05,0.00968800991902301,0.00170423917682792,0.00548398400469243,0.00141256759363063,0.0023678339878613,0.00599222009652965,0.00336405626802378,0.251800252908525,0.10794572281538
23,四川,2002,0.614805399356167,0.385180784481687,0,0,0,0,723.79,8110,5890,0.0619700563982339,0.0114271836655568,0.00317541893412069,0.00462027085669757,0.0142914942749579,0.0256361540403491,0.00400023110166542,0.00401793318890121,0.0073032569962569,0.0187783500769059,0.0155048897632927,0.0492933168008781,0.036707475059657,0.0445355674082624,0.0127361238562306,0.013634541715495,0.0104690820395817,0.0107875117893298,0.00903099398199341,0.00269376844329808,0.0012564848064641,0.00219682589691337,0.0257525302286471,0.000426243235056365,0.000981699696493519,0.00359898196474129,0.0429178274667188,0.000827091887101588,0.0158508881612282,0.0277141723749113,0.018097465845411,0.0312147765374065,0.00807346520962603,0.00654809353122368,0.00071488715298901,0.00332462236357576,0.00246854471785725,0.0136265101026295,0.00417296997292726,0.00107200748812488,0.00383155187490523,0.000261120622944207,0.253256602780658,0.171201015689781
24,贵州,2002,0.222539363170578,0.777460636829422,0,0,0,0,427.43,3837,3257,0.0685001328704627,0.0210164130594716,0.00171303822707489,0.0134777214503826,0.00817228329133394,0.0145502700248442,0.00312955485620562,0.00191778101887717,0.00222108787637507,0.010235177599734,0.0188858836976838,0.0372020200517287,0.0251052407511615,0.0461783288507095,0.021132776184044,0.0153346509624955,0.0150153751408666,0.0221003772867075,0.00756621737145207,0.00305483752114801,0.00334470609775856,0.000742107530469989,0.0426285637542129,0.000567743557759281,0.000858704641323121,0.00264777676169378,0.0436798658262508,0.000784003750396513,0.00647149183082105,0.031645709202391,0.00904367595006756,0.0276077956235505,0.00625853588075657,0.0169390983149977,0.000133499279418351,0.0102274512562666,0.00141201847413019,0.00478186525008481,0.00167231193855178,0.00184876979727645,0.00293613521894086,0.000410717523085282,0.250930616796055,0.175917667650982
25,云南,2002,0.613527870939313,0.386472129060687,0,0,0,0,408.49,4333,5472,0.0530335799145027,0.0122919819101411,4.30644096612236e-05,0.0135272969314102,0.00954331777394292,0.0220351041099145,0.00347281985173052,0.00192905699869333,0.00461795623489149,0.0193063883385268,0.0262552558678516,0.0475900019597514,0.0315570300192818,0.0392942689550816,0.0158756906118885,0.0130012214614332,0.0144083330033667,0.00893257703301655,0.00521819150530461,0.00310951902888553,0.00157471790355717,0.00372434968581325,0.0307813293329678,0.000613567594633188,0.00222066399986768,0.00179410981925679,0.0369724196313963,0.00143217230174558,0.012216619193234,0.0535324494236276,0.014650179359858,0.0161490934771353,0.013788289708398,0.00174591296598603,0.00011802615441137,0.00156381146088692,0.00143141045464729,0.00330096318524262,0.00395821669638037,0.00139041105159459,0.000571124691815306,0.000152750343207106,0.204594278829021,0.246680476816041
26,西藏,2002,0.87041564792176,0.00488997555012225,0,0,0,0.124694376528117,8.18,268,6094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,陕西,2002,0.0816801794031396,0.918319820596861,0,0,0,0,347.82,3662,6161,0.0502987365074785,0.00630572242432326,0.0132075665437161,0.00536174400696338,0.0062507373639232,0.0160946461592447,0.0038036759318741,0.00242829556246269,0.00423685946189273,0.0179246911864608,0.0158271050313707,0.0463230160210759,0.0540866689989315,0.0453615663958737,0.0124075079595392,0.0233008538288114,0.0163609004092946,0.0166555785992337,0.0215862491373571,0.00593613646578419,0.00165981544983257,0.00112642194762974,0.0327002456104438,0.00127527036573671,0.00615180311137962,0.00525246979943848,0.053856198497193,0.0012625295600375,0.0099179319189373,0.0325386081885269,0.0124857464808601,0.0205176552767288,0.0036366664411943,0.00685504051159565,0.000274208045109125,0.0025879904123541,0.00246733324318011,0.00299524055605646,0.00204668892351261,0.0016796715110832,0.00464248535534039,0,0.246403485544881,0.163908235253337
28,甘肃,2002,0.313856476079347,0.685647607934656,0,0,0,0.000525087514585764,342.8,2531,4875,0.0486758594098746,0.0127750125439697,0.0443904325727808,0.0162339512225653,0.00621465963523967,0.0132471707159333,0.00272031664586235,0.00191870227908414,0.00622949935502269,0.00902890970537709,0.0383661600646904,0.0443150268685549,0.0262631353641324,0.0421236949721889,0.0189968799241237,0.014542002952575,0.00591270752853724,0.00737212665409827,0.00711644407848058,0.00274601723443866,0.000639750639113035,0.000810908335820724,0.0563032408080213,0.000707814273517029,0.000845183912189336,0.0114747587385544,0.0431296885513788,0.00193920111574569,0.00727673497974381,0.0297521975032228,0.0112386523323363,0.0258626501636515,0.00593519695113719,0.00948245288799138,0.000165257600083421,0.0018425048124317,0.00121986167609538,0.00597136052436642,0.00474514696655018,0.001411771865478,0.00324253016648003,0.00128701287833181,0.251197050831205,0.154330361759025
29,青海,2002,0.64840440553516,0.35159559446484,0,0,0,0,141.64,529,6478,0.0327324266384039,0.0118794612542558,0.00529189540127814,0.0415556647467692,2.34753232298192e-05,0.0109567458688198,0.0130613118222615,0.00185966966442116,0.00203378737129056,0.00725473514878578,0.0133478057642683,0.0187403786021338,0.0309978540300739,0.0614435624632182,0.0107462732126156,0.0152620061508451,0.00842462242079419,0.00749258642777124,0.00219562142858483,0.00960512814895099,0.00155838045202022,0.00628387043264596,0.0567328828664007,0.00192756534378002,0.00532045835691038,0.00597891407096419,0.0510404349916281,0.00183934694857359,0.00520430834037042,0.0344835229792434,0.00807604574870483,0.0487141722417928,0.00348043917891754,0.00769490894045948,0.00116094655723055,0.00929872272836463,0.000442405065011152,0.00299202469023649,0.00242391107277907,0.00248141659744505,0.00461768968087015,0.000117951179892289,0.258308656622802,0.174916013024186
30,宁夏,2002,0.0526090675791275,0.947390932420873,0,0,0,0,163.66,572,6647,0.0362069125847047,0.0267046312114149,0.015309799251835,0.0125662936199279,0.0206415204826296,0.0151637624680684,0.00660888847115723,0.00215648848967937,0.010249862419877,0.0159338853160052,0.0279912175674496,0.0521947921546951,0.0328811356585682,0.0582849343082083,0.0273798863075447,0.0166777776438683,0.00642501623781745,0.0130709918396855,0.00427482645067164,0.00347331189494287,0.00119578186097209,0.00298213643429388,0.0539221078897793,0.000225452904531187,0.0061839405533126,0.00164288269634933,0.0548583801383784,0.000368226931765757,0.00530338633144506,0.0231987663307275,0.00698136348371384,0.032688613641856,0.00121152876385262,0.0101834711734682,0.000160562000800327,0.00395102091886302,0.00274212892706119,0.00506234315310839,0.00342303487432381,0.00490150188324578,0.003935190092578,0.00417977943591057,0.212195290363561,0.154307174837351
31,新疆,2002,0.1762348555452,0.815377446411929,0,0,0,0.00838769804287046,214.6,1905,8457,0.0769545573801089,0.00877956907855037,0.0462910419034862,0.0024958334469794,0.0038915859726473,0.0139304137685857,0.0018419397208182,0.00109015092074316,0.00316612678900514,0.00626644191917808,0.0324584131416455,0.037464366430479,0.0170667492073239,0.027075973568964,0.00706322627109298,0.0116349167412535,0.0141189667242128,0.00596035902477701,0.00324680913779699,0.00445445846548541,0.000747294460147646,0.00214943095517252,0.0229202111888679,0.00355987253177411,0.00389659622331247,0.00329397445214847,0.070361006991098,0.000424778137757729,0.00674976132442576,0.0270539785491736,0.0120764490930931,0.0250806181137245,0.00352514066375103,0.0387308894339019,4.16675953446126e-05,0.00319542905265609,0.00997233903644447,0.00586758627928045,0.00158858743498546,0.00251149944517966,0.00355950349168504,0.00174213971742723,0.221000880537082,0.204698465678433
