2021,2022,2023
5792.32736797583,6447.30556333035,6646.19888548988
1073.50907649998,1056.51221450156,1153.01520378347
271.039163917404,301.687421666062,310.994195346194
501.049830081091,557.706971876959,574.911708238396
0,0,0
2096.25055909659,2888.23292193862,2912.88969764149
20395.9100388811,28101.6687595111,28341.5720369493
11603.6696442839,11419.9488216446,12463.0595230771
5271.34090976259,5187.87980472824,5661.74645918544
917.008731194269,902.489738127978,984.924144690797
0,0,0
288.705309376699,321.35119939034,331.26458213773
267.983974628818,298.286761192131,307.488627702237
1059.12336660912,978.997930361198,1082.4006764159
184.846651803426,205.748530856381,212.095679845196
3123.23777511563,3476.40369751208,3583.64748707565
1064.1003790803,1184.42550929825,1220.96392405888
810.076973397443,901.677934359592,929.49385195902
28.5229546141342,31.7482407752585,32.7276441933461
1067.11849618268,1187.78490562241,1224.42695460898
29.1137476738669,32.4058388604933,33.405528562596
825.828704301413,919.210821519401,947.567612232751
407.831041336052,391.736682426701,461.461687174337
192.78164886303,185.173848735247,218.132844055822
49.9547426698427,47.9833636551882,56.5238971520455
170.898976035519,164.154738426542,193.372553423318
564.827023464013,552.378840136807,492.781444280189
29.0549051475265,28.4145661230329,25.3488546552566
65.5982514818551,64.1525361838744,57.2309747409241
92.9688675032436,90.9199331318482,81.1103769841942
461.929357552191,451.748928740759,403.008720440246
939.159880702374,918.461801793135,819.366891512975
784.792962690614,767.49696534083,684.689991053643
415.332676140062,474.588251903877,459.997195698081
963.614396505595,942.377366225509,840.702151964876
142.967515303711,132.827701364787,137.195735536442
1913.0717105057,1870.90965667293,1669.05300459318
105.831832247774,87.1757920033831,89.0661636628625
396.401604921906,326.523911779738,333.60445036675
533.105682465553,439.129788285677,448.652139524766
2470.56315734641,3403.96419476534,3433.02375551361
708.993998800422,976.858324327722,985.197740641598
4018.42175928486,4224.91795651798,3972.00633451451
259.739827270714,273.087178466283,256.739660744113
72.4392860815734,76.1617517585401,71.6025645055907
361.295593375972,379.861630139163,357.122390701514
5194.15443910714,5461.06846806282,5134.15852600041
2186.21709170431,2298.56107719486,2160.96484062843
1988.22932538639,2090.39923651102,1965.26396341362
3591.55021118507,3776.1105946202,3550.0654348001
159.917264779814,168.134995285633,158.070114785221
443.653752636692,433.876098599328,387.064230157613
1510.95137698853,1588.59522118118,1493.49889081456
124.197662462762,121.460478859018,108.355834529768
3.96847619752271,3.88101522792689,3.46228376329498
19.682485418735,19.2487044988094,17.1719184633652
620.224742252637,606.555652439366,541.112998447984
93.2505201034438,91.1953784081692,81.3561038523208
36.3483916861144,35.5473120180451,31.7120325491267
555.556794908793,543.312917519022,484.693664498829
302.881402932374,296.206220840007,264.247865282873
1408.87819071084,1377.82802276399,1229.17105751504
1389.57684278329,1358.9520557748,1212.33166125848
5576.46462156172,5453.56530784458,4865.16787704236
812.023695922046,794.127562408707,708.447353037571
956.701347952436,935.616673698057,834.670885850681
980.5518924598,953.455496205575,884.543267906444
646.300229903382,628.440484478033,583.019136337236
277.861175678822,270.182809486624,250.654997709606
1510.56519756347,1468.8225081478,1362.66146291865
686.474674804533,667.504755932809,619.259986976422
618.642535089937,601.547077499646,558.069485044552
1572.44592215938,1528.99323178018,1418.48327012973
310.419463159854,301.841387035222,280.025410704082
401.914263840678,390.807836719256,362.561695245346
66.3870602323657,64.5525320428153,59.8869143632484
1736.76616920887,1688.77268244688,1566.71445436253
4208.38486222719,4092.09110475448,3796.32993178809
3828.28544974323,3722.49529197502,3453.44713359328
2022.69649991443,1966.80166528334,1824.64853317785
54.4111549171496,52.9075667597827,49.0836039857467
188.406398161495,183.2000093258,169.958991882996
802.627810785948,780.448136938021,724.04023911087
418.509378567895,406.944364960624,377.531935068887
2880.58836563311,2800.98670022153,2598.54176629064
605.147933199492,588.425383028988,545.896178001435
356.089283370623,346.249175548442,321.223568859156
414.803938154807,403.341320030032,374.189304823668
1051.55037840637,1022.49202268707,948.590090264173
4734.09687539571,4603.27568557598,4270.56798665919
3302.1064565746,3210.85663525828,2978.78782212154
702.804226290442,683.383059603112,633.990665694204
305.418427900561,296.978549503128,275.514041010349
31639.792272905,30765.4638942599,28541.8502315702
0,0,0
4977.85121521074,4840.29416205497,4490.45564620837
110.073843350174,90.6700211784981,92.6361637970957
785.177071060513,772.745367838924,843.328780773815
251.551937835524,207.20835068489,211.701579703357
17.2970204592747,23.8319907500707,24.0354438890557
0,0,0
0,0,0
370.359462219514,279.511761407087,290.461427066497
27.3987830833119,28.5227882618778,24.7900472986206
130.663724653876,94.7613944004001,99.9607169621963
49.4028617206387,43.6072145631621,52.8835085427011
35.6417405915724,26.4063650718245,27.2638354854926
28.8415386289991,23.7573508736722,24.2725193862415
0,0,0
0,0,0
112.151205998625,110.766808819498,105.373329770028
21.8724467321109,21.6024527242244,20.5505818869633
404.140147267516,399.151431551177,379.71587223498
19.3680363078451,19.1289568014438,18.1975259105601
28.6839306852285,28.3298555562384,26.9504127092766
144.198266769767,142.418279899112,135.483621254314
3312.31892830873,3271.43158394411,3112.13839943007
20.5997523938842,20.3454685571702,19.3548030365759
0,0,0
0,0,0
0,0,0
498.559799650871,492.405565530258,468.429257782408
1712.23659364274,1691.10070414331,1608.75729889006
1509.14847986841,1490.51951480058,1417.94284803948
189.105739750087,186.77141394247,177.677103856489
0,0,0
0,0,0
2659.44785074749,2626.61956285084,2498.72369088198
359.392217743878,354.955871603953,337.672291129149
631.671929472838,623.874556054423,593.496734551714
0,0,0
593.789907315402,586.460150484714,557.904118575583
0,0,0
0,0,0
3531.11677250615,3487.52858199065,3317.71316092237
3219.04579325632,3179.30981485751,3024.50224156053
0.0634126853821906,0.0626299176725523,0.0595803295082125
0,0,0
0,0,0
157.053310952652,155.114641115235,147.561768788473
154.298748282539,152.394080838957,144.973678554511
131.761703379106,130.135233761353,123.798663589143
0,0,0
0,0,0
138.641137713061,136.929748177431,130.262338188326
0,0,0
264.42895315594,261.164835826372,248.448146726718
274.010967349573,270.628569455855,257.451070402981
155.676029618117,153.754360979968,146.267723667358
93.5230164772806,133.831303065135,142.875120815422
474.675907135387,468.816496342921,445.988792134685
0,0,0
312.93468062701,282.415777638852,273.724110394181
