2021,2022,2023
5792.33126627981,6447.30556250802,6646.19866299524
1073.5089605612,1056.51221452635,1153.01515074957
271.039524118859,301.687421664022,310.994105693977
501.049864230955,557.706971850184,574.911583060713
0,0,0
2096.25055774145,2888.23292183437,2912.8897127449
20395.9044065336,28101.6687587179,28341.5720338207
11603.670032318,11419.9488215326,12463.0595248178
5271.34758336799,5187.87980476345,5661.74635417353
917.00888918804,902.489738144796,984.924174075945
0,0,0
288.705358602449,321.351199387596,331.264587832943
267.98349449256,298.28676119461,307.488587561505
1059.12333852396,978.99793034496,1082.4006272891
184.846633981923,205.748530861513,212.095685339421
3123.24025177965,3476.40369739973,3583.64764027282
1064.10074410331,1184.42550924778,1220.96376169911
810.076501533812,901.677934352698,929.493858660453
28.5229350195462,31.7482407751634,32.7276446513085
1067.11861874106,1187.7849055721,1224.42706083401
29.1138823833925,32.4058388604927,33.4055362895655
825.827529830169,919.210821542481,947.567662997968
407.831510889329,391.736682439372,461.461316705451
192.78193965137,185.173848747881,218.132842514691
49.9546916583397,47.9833636540212,56.5238948365747
170.899021855524,164.15473842679,193.372537389255
564.827563936712,552.378840136585,492.781411700951
29.0549256131075,28.414566123449,25.3488539451213
65.5983506078012,64.1525361997415,57.2309784378422
92.9688032114436,90.9199331283958,81.1103763998251
461.929327395469,451.748928722671,403.008676556956
939.159761418543,918.461801711912,819.366773262632
784.793370231824,767.49696536677,684.690103117375
532.862733779251,438.929671711228,448.447723827187
963.614318025266,942.377366199899,840.702175965713
161.756262826402,133.241913804852,136.131226598778
1913.07657272025,1870.90965666835,1669.05306645769
105.831795542729,87.1757919873096,89.0661666433758
396.401499628689,326.523911780427,333.604423101883
533.103571114289,439.129788244437,448.652066385561
2470.56333071567,3403.96419463572,3433.023625458
708.993404403238,976.858324352471,985.197663552476
4018.42442408331,4224.91795644802,3972.00654476026
259.739735085041,273.087178483921,256.739632770541
72.4392716126355,76.1617517649214,71.6025429984314
361.296200130748,379.861630143017,357.122292378412
