,Country,Year,A,B,C10_12,C13_15,C16_18,C19,C20_21,C22_23,C24_25,C26,C27,C28,C29_30,C31_33,D,E,F,G,H,I,J58_60,J61,J62_63,K,L68,M,N,O84,P85,Q,R_S,T_U,VA_labour,VA_rest,Nuclear,Hydro,Wind,Solar,Other,Coal,Gas,Oil,Bio_Rest,Bio_Gas,Sector_Size,Gas_FC,Population,GDP_pC,Gas_FC_pC
45,LV,2011,0.001680348,0.095383128,0.000842701,0.000524319,0.007601154,0.047536584,0.007655481,0.009082724,0.006258981,0.00336954,0.004973662,0.00376836,0.001369968,0.010552502,0.431822087,0.00149252,0.039836042,0.019468033,0.011621355,0.000538217,0.000261949,0.004993455,0.002322165,0.011154732,0.002058532,0.020890643,0.023325674,0.003676972,0.000535269,0.000214781,0.002476724,4.21139874028641e-07,0.070265082,0.152445896,0,0.233133633,0.005735589,0,0.000180004,0.005584638,0.672402088,0.011083773,0.06321756,0.008662714,12345.37444,18459,2074605,14354.3,0.008897597
46,NL,2011,0.004563981,0.116359979,0.004207269,0.000273383,0.002957023,0.051583438,0.011100445,0.004271015,0.003557745,0.004422007,0.001652256,0.00355084,0.001164855,0.011282769,0.114662014,0.015381561,0.048381117,0.055010135,0.01065391,0.002572998,0.004540327,0.00234852,0.010130282,0.030171006,0.005802426,0.055206991,0.023756315,0.005473953,0.002427778,0.00053177,0.002131875,2.06132567564587e-07,0.089882509,0.299987302,0.034729619,0.000478046,0.034910891,5.88080394839272e-05,0.000142575,0.249443542,0.628424492,0.016156649,0.034256007,0.001399371,119235.3981,840911,16655799,34736.1,0.050487581
47,PL,2011,0.004921212,0.163020138,0.002346049,0.000762257,0.002079748,0.011822578,0.005558776,0.00845496,0.012723239,0.005370943,0.019484889,0.011240584,0.003241612,0.012836154,0.037939559,0.009040468,0.103080499,0.031739049,0.043395035,0.000684058,0.001581513,0.003767341,0.005450262,0.016251735,0.00487742,0.034146808,0.01883381,0.003595342,0.000656911,0.001039565,0.001833449,3.47551390396715e-07,0.12721968,0.291004007,0,0.01183366,0.013746604,0,2.85940791669973e-05,0.888394688,0.041463798,0.004531208,0.039995492,5.95709982645777e-06,233148.5,397142,38062718,16811.8,0.010433884
48,PT,2011,0.000223913,0.021104345,0.000621273,0.000269643,0.00418686,0.058175174,0.00237247,0.001520477,0.003427806,0.001409186,0.009956946,0.002405399,0.000783251,0.004248499,0.497225878,0.002067679,0.005778817,0.015520508,0.019734451,0.000538545,0.000345785,0.002029793,0.005977053,0.027611878,0.001349249,0.027270311,0.012547779,0.003638177,0.000306641,0.000895652,0.000650946,0,0.039283171,0.226522445,0,0.274257313,0.207630257,0.004582054,0.004759563,0.223200827,0.239315346,0.030729399,0.01552524,0,44121.70033,76468,10572721,19954.4,0.007232575
49,RO,2011,7.33501368178784e-05,0.184896183,0.000439077,0.001484046,0.002500409,0.017888882,0.004565956,0.00651136,0.035310924,0.005902759,0.019317042,0.002905521,0.004360961,0.003924413,0.118655048,0.000689299,0.024712673,0.017268658,0.079755808,0.001193415,0.000936629,0.004960348,0.003495032,0.006900875,0.000828531,0.004512117,0.002010263,0.00051044,0.000574395,0.000133271,0.000343866,8.79238093219231e-06,0.099888915,0.342540743,0.139848845,0.176397407,0.016226609,1.19050689799538e-05,2.31487452387992e-05,0.351791481,0.280505913,0.031590762,0.003603929,0,83997.83333,283858,20199059,13340.1,0.014053031
50,SE,2011,0.005840496,0.011841219,0.001225968,0.00042138,0.035068513,0.021819118,0.02038408,0.002892429,0.004208704,0.002565815,0.006256726,0.009726621,0.002328129,0.007158523,0.076925188,0.004601096,0.031584814,0.024120914,0.009238719,0.002832171,0.004913906,0.003036623,0.014269902,0.017498606,0.007372053,0.030518755,0.019496246,0.008479523,0.000500326,0.000969859,0.003363873,6.79559575315614e-06,0.102360891,0.50617202,0.31043466,0.341573091,0.031348896,5.64659984856846e-05,0.112478843,0.034628487,0.027343802,0.012564255,0.128429632,0.001141868,194807.5,26363,9415570,33252.2,0.002799937
51,SI,2011,0.004069565,0.060032229,0.00462343,0.001527269,0.003850573,0.004263962,0.02007633,0.008697252,0.013413388,0.004771475,0.015871492,0.012537419,0.001721193,0.012467417,0.099171283,0.011830306,0.017312678,0.062333775,0.021909148,0.003924831,0.003873276,0.008402109,0.015723447,0.021840565,0.005433654,0.10753508,0.011531379,0.002029107,0.006258067,0.00194728,0.004719446,1.56085120310884e-05,0.138793254,0.28749271,0.339582435,0.195662864,0,0.000109278,0.001930584,0.37232344,0.064371012,0.002959622,0.014667581,0.008393183,18301.88889,26893,2050189,21566,0.013117327
52,SK,2011,0.001460519,0.095887043,0.000827094,0.000280222,0.002283062,0.014520181,0.003393628,0.001724324,0.006796521,0.001789422,0.011129072,0.001239706,0.001080984,0.007159233,0.51694571,0.00404664,0.010702237,0.023695582,0.026481304,0.000326871,0.000562069,0.001012229,0.00425705,0.009877825,0.005928386,0.010144719,0.004504439,0.001108047,0.000120931,0.000137023,0.000605387,2.68193909072512e-06,0.040019814,0.189950043,0.429374192,0.108382568,0,0.00228495,0.0008723,0.166037747,0.212082103,0.054846253,0.025674805,0.000445082,37321.5,136449,5392446,19490.7,0.02530373
53,AT,2012,0.003595217,0.046001184,0.00085804,0.000178391,0.005142137,0.010896422,0.001517861,0.003243566,0.005954478,0.001949006,0.013892123,0.004695597,0.000629669,0.01472414,0.501072019,0.018907852,0.010860501,0.02493308,0.031127073,0.006275097,0.00127959,0.001637315,0.004948836,0.017984498,0.002799242,0.020061491,0.010608384,0.002863585,0.002327378,0.000285973,0.000483615,2.42915992726609e-07,0.093243,0.135023397,0,0.557947484,0.029110999,0.004286469,0.01858678,0.05779949,0.191285204,0.008144422,0.125009565,0.007829587,84602.52328,211823.637,8408121,34334.6,0.025192744
54,BE,2012,0.000925134,0.0094252,0.00147629,0.000210002,0.002993989,0.006340314,0.02486341,0.003628323,0.00859861,0.005282152,0.022033686,0.003542836,0.001251211,0.016635243,0.103608448,0.021750461,0.0509126,0.048373026,0.032319021,0.002676713,0.003618296,0.008903189,0.004600132,0.013813094,0.004192825,0.12340007,0.023120704,0.004007351,0.001708295,0.00012603,0.003778809,4.32845000009018e-07,0.16352711,0.278356993,0.484463581,0.019946025,0.03281055,4.80916819825315e-05,0.027187964,0.064442854,0.332223284,0.00078483,0.034806689,0.003286131,83174.46667,430847.2,11075889,31241.1,0.038899559
55,BG,2012,0.000469322,0.259847908,0.000834943,0.0012898,0.001377923,0.032053392,0.002030611,0.009924737,0.02031301,0.009373524,0.049810836,0.014019339,0.006070915,0.009851301,0.010072276,0.003271231,0.018773974,0.052116053,0.06940017,0.002971925,0.001361455,0.004345842,0.007833375,0.041531506,0.003154401,0.005263567,0.002494592,0.001387714,0.000230544,7.32132680244279e-05,0.000536526,4.45065459115063e-07,0.121100086,0.236813545,0.257094968,0.063704507,0.01956318,0.01304212,0,0.473553924,0.147676283,0.024781096,0.000583922,0,62413.16667,54995,7327224,12061.9,0.007505571
56,CZ,2012,0.002754519,0.128773076,0.001449384,0.002982139,0.001589984,0.01693761,0.008162819,0.003264456,0.004546276,0.002978489,0.024416097,0.01962548,0.002674564,0.006743403,0.214629663,0.009255289,0.012943545,0.025240969,0.092906742,0.002361219,0.000642058,0.002982434,0.002210551,0.03442796,0.006676106,0.011773239,0.003856881,0.002054526,0.001651334,0.000177633,0.00052077,5.88773814355259e-07,0.052348174,0.296442022,0.272164813,0.020787921,0.003700374,0.019115636,0.003839237,0.572106649,0.084944052,0.00663132,0.015803682,0.000906315,112421.0556,250598,10505445,21614.5,0.023854106
57,DE,2012,0.000170013,0.045041145,0.000649499,0.000159235,0.001949426,0.014738131,0.003342915,0.01062818,0.014285913,0.004616092,0.0269224,0.011055219,0.003290994,0.013591849,0.178019523,0.002601533,0.025612588,0.036621989,0.039053242,0.001906085,0.001307852,0.001518662,0.006261333,0.023231174,0.015821772,0.03668682,0.023887006,0.062332245,0.000476237,0.000123149,0.002913945,5.11501518687632e-07,0.123325631,0.267857691,0.13863002,0.038330239,0.072032972,0.036773412,0.042724975,0.443674837,0.163277835,0.007014047,0.018829904,0.03871176,717449.2222,2339955,80327900,32031.1,0.029130041
58,DK,2012,0.011977425,0.24043789,0.001227695,0.000540744,0.011084674,0.00843654,0.000623607,0.003253773,0.003310523,0.00085565,0.000820747,0.004962488,0.000689924,0.008372421,0.07778184,0.026592254,0.035113079,0.015571441,0.004895525,0.007489753,0.000688631,0.000655408,0.002935893,0.056170559,0.00158888,0.025290099,0.005216378,0.002018063,0.000813637,8.44145200213661e-05,0.003043835,2.32689335434087e-06,0.101410537,0.336043345,0,0.000284514,0.171880187,0.00160388,0.040303207,0.324749046,0.211663859,0.013400072,0.225936773,0.010178461,59750.92389,73520,5580516,33101.4,0.013174409
59,EE,2012,0.001570168,0.134129409,0.001126059,0.000418852,0.039411362,0.029744093,0.003086314,0.003131917,0.011727852,0.001453704,0.015983723,0.016742147,0.001229895,0.013239787,0.160549348,0.001854314,0.00838265,0.028617333,0.015385263,0.000861558,0.000853139,0.004159051,0.005305457,0.070976093,0.007649483,0.032021469,0.013660744,0.002104082,0.0018922,0.00061179,0.000575307,0,0.083618122,0.287927315,0,0.002320036,0.023918467,0,0,0.07191805,0.142065385,0.598854712,0.159962806,0.000960544,18103.16667,10148,1325217,18417.3,0.007657614
60,ES,2012,0.000864572,0.036530781,0.004457766,0.000649456,0.003786176,0.055231225,0.014628766,0.003059409,0.011867459,0.001811621,0.006270266,0.006883354,0.002395444,0.00580526,0.318028356,0.004176097,0.010261707,0.0563073,0.014245495,0.000801069,0.0020036,0.01436761,0.002175726,0.018095037,0.001931455,0.013018618,0.019987472,0.002512173,0.00322832,0.000945304,0.005725833,6.86964252894569e-07,0.059142882,0.298803703,0.240051901,0.092552953,0.192912378,0.04663038,0.001327764,0.215679623,0.159331667,0.050412071,0.000839615,0.000261648,256069.624,680772,46818219,23436.1,0.01454075
61,FI,2012,0.021174992,0.118996516,0.006998403,0.000784427,0.029515596,0.044034732,0.023450275,0.004876438,0.002643478,0.005187737,0.001427896,0.010314847,0.000700132,0.024884583,0.042701158,0.00074397,0.037263915,0.024440137,0.009558168,0.000875835,0.005897663,0.000582491,0.008363339,0.019780325,0.006627176,0.036598178,0.016059425,0.006158828,0.000132098,0.000127201,0.000915826,1.1659146711357e-06,0.096569797,0.391613249,0.207250559,0.140784682,0.004453899,0,0.023340394,0.251787545,0.144414118,0.024501954,0.202955441,0.000511407,110914.0556,32652,5401267,30193.9,0.006045248
62,FR,2012,0.000385356,0.064601517,0.001224408,0.000635977,0.000806066,0.012451439,0.050526738,0.007468775,0.0064262,0.003529532,0.005669156,0.009864656,0.001233532,0.001053901,0.411424576,0.004340478,0.012105727,0.030332066,0.016150332,0.005838834,0.001856261,0.002696843,0.003905537,0.010165181,0.00199532,0.019061413,0.019321777,0.002378609,0.004370797,0.000473655,0.002137174,1.3111052912604e-06,0.104445343,0.181121511,0.720115826,0.108630536,0.025004465,0.005375345,0.007052071,0.043320278,0.063263068,0.015395217,0.011283461,0.000559733,590746.6573,1489161.253,65276983,27838.4,0.022812961
63,UK,2012,0.003860911,0.118982548,0.00043867,8.98264934706359e-05,0.000315723,0.000603586,0.001894867,0.000372849,0.005382288,0.004296441,0.002211385,0.008581226,0.002279321,0.014850867,0.483839683,0.004596838,0.022021712,0.012438416,0.002499772,0.000818238,0.001189267,0.001837755,0.00701242,0.018913196,0.001735248,0.026493923,0.007733766,0.000652438,0.000283332,0.000113781,0.000447349,5.89461034997201e-08,0.06418373,0.179028571,0.218112593,0.022107115,0.053151875,0,0,0.433096235,0.250099135,0.004495155,0.018937892,0,322792,1961645,63495088,28290.9,0.030894437
64,EL,2012,0.00058906,0.074485274,0.000530549,0.000520331,0.002425835,0.062859848,0.000588096,0.001743949,0.005669087,0.005027974,0.002974314,0.003103384,0.000408708,0.001118741,0.23195897,0.000383549,0.00085125,0.033704326,0.003016341,0.00087824,0.001441948,0.002444729,0.000870528,0.015296085,0.040317296,0.003382347,0.0030495,0.004758169,0.000728445,5.43658579327595e-05,0.002581414,2.89180095387018e-07,0.073641639,0.418595418,0,0.077638908,0.065107775,0.028647421,0,0.534951977,0.203508304,0.086889286,0,0.003256328,59132.72222,45190,11086406,18402.6,0.004076163
65,HR,2012,0.002912076,0.042713571,0.002330678,0.000253876,0.009715846,0.23146397,0.001619397,0.005287209,0.007403646,0.003033122,0.006271916,0.001491923,0.00349026,0.004281078,0.190127972,0.002194367,0.020512273,0.052042176,0.019100154,0.007935233,0.002308719,0.001795878,0.003478209,0.025058207,0.005808619,0.016885166,0.003304941,0.001431936,0.001061834,0.000795371,0.002254087,5.35603434931949e-07,0.082815271,0.238820483,0,0.367309413,0.024197997,0.0001471,0,0.163428417,0.376294789,0.058827856,0.004437525,0.005356902,13596.16667,48880,4275984,15801.4,0.011431287
66,HU,2012,0.007715763,0.070191435,0.004116671,0.00096771,0.006226924,0.026853767,0.020356515,0.008242927,0.018794548,0.005793478,0.016882736,0.014964711,0.003474667,0.020204046,0.096600929,0.005696033,0.013445875,0.028919823,0.073544517,0.001498601,0.002609728,0.002233968,0.036744569,0.017936709,0.013789331,0.044603394,0.031819048,0.005424819,0.001681777,0.001028058,0.002322006,3.37242925486531e-06,0.119007881,0.276303661,0.336669749,0.004498881,0.016263559,2.93354235800482e-05,0.01075906,0.175705106,0.406499791,0.00524048,0.0425657,0.001768339,47345.11111,235399,9931925,17194.2,0.023701246
67,IE,2012,0.000171718,0.060153642,0.003364463,0.00017244,0.000449587,0.009996626,0.024017004,0.003156206,0.001368979,0.000915782,0.000354412,0.001675444,0.001214303,0.002511071,0.174104466,0.000364522,0.001178053,0.121580079,0.003059588,0.002414597,0.010044719,0.003420788,0.004357656,0.019776908,0.003064787,0.008969206,0.013281079,0.000450887,0.000358167,0.000102395,0.003803363,4.33267053102365e-06,0.100222035,0.419920695,0,0.040215796,0.158600264,0,0.004617246,0.294835798,0.480923451,0.007659323,0.006303332,0.006844792,25216.982,75413.205,4589287,34284.3,0.016432445
68,IT,2012,0.006812509,0.040687245,0.001121931,0.000435458,0.001322649,0.043893652,0.001648778,0.00513731,0.005128003,0.006819181,0.004367116,0.003049796,0.003626906,0.001897203,0.354337342,0.020008822,0.005816631,0.048155852,0.072682956,0.014634217,0.001678294,0.027976194,0.009236537,0.014715371,0.009158902,0.012661361,0.012478169,0.001033693,0.001152719,0.000382295,0.008263584,4.8600685955125e-06,0.058410895,0.201263567,0,0.137206721,0.042502312,0.059796407,0.038164127,0.175726454,0.439903319,0.05677278,0.030924014,0.019003866,315441.6604,1649152,59394207,26661.9,0.02776621
69,LT,2012,0.000410086,0.077905717,0.001041263,0.000933774,0.005903206,0.071081981,0.003005602,0.00320224,0.006938356,0.005269483,0.006046355,0.004120731,0.003355576,0.03348954,0.38072217,0.002343351,0.02893376,0.025814556,0.014293421,0.000512481,0.000258278,0.002964339,0.002665816,0.010788074,0.005328067,0.01139276,0.002390218,0.00093734,0.000170657,0.00020326,0.00337035,4.07539272776733e-06,0.062720804,0.221482312,0,0.066830977,0.038515184,0.000142649,0.001763298,0.003249223,0.616385596,0.07688772,0.195361536,0.000863818,14020.44444,28749,3003641,18249.4,0.009571384
70,LU,2012,0.009430821,0.073987365,0.001144868,0.000478208,0.002304633,0.002141506,0.002024561,0.00406551,0.024721548,0.002411895,0.002578746,0.014787194,0.000875969,0.001664043,0.32226727,0.023346515,0.047195074,0.150439512,0.019754744,0.002114691,0.001678941,0.004019328,0.00746138,0.014331332,0.007829347,0.016971158,0.006904216,0.001901658,0.000734444,0.00057802,0.001097196,7.44871744258715e-07,0.086285198,0.142472363,0,0.270259588,0.018131856,0,0.022424321,0,0.681533525,0.000936834,0.006713877,0,4272.370167,28435.383,524853,71313.7,0.054177804
71,LV,2012,0.002458171,0.122321169,0.000970446,0.000663822,0.007541762,0.03740298,0.009862947,0.009358411,0.006375793,0.003237474,0.006081513,0.004045051,0.001162385,0.012494739,0.42615234,0.001297777,0.034820567,0.019234499,0.011254702,0.0005348,0.000228574,0.004289155,0.003167389,0.011042853,0.002235569,0.022159375,0.023719973,0.002545379,0.000596125,0.000200301,0.002664047,1.9910664829045e-06,0.066444278,0.143433642,0,0.289365183,0.008929596,0,0.000217266,0.006413703,0.587618646,0.009073044,0.07860263,0.019779931,12785.12489,18718,2044813,15733.1,0.009153893
72,NL,2012,0.004257901,0.10506206,0.004476656,0.000323053,0.002331869,0.05214686,0.010616527,0.003961234,0.003160081,0.004347477,0.001768652,0.003884306,0.001372404,0.013356671,0.117916993,0.013215931,0.046928043,0.039218007,0.012355476,0.002239909,0.004083882,0.002208392,0.010601702,0.030375264,0.005656743,0.064869244,0.024821419,0.004899704,0.002466699,0.000590069,0.002155466,2.59188759916562e-07,0.092714204,0.31161684,0.037229393,0.00099267,0.038611873,7.31369763462916e-05,0.000152151,0.273878265,0.599227855,0.014342324,0.034125848,0.001366484,105158.8456,882668.333,16730348,34921.2,0.052758516
73,PL,2012,0.00460294,0.155176347,0.0020969,0.000630125,0.002020463,0.011016751,0.005134752,0.007229498,0.011612328,0.005177262,0.017149208,0.010319976,0.003054031,0.013554199,0.039658939,0.008882381,0.09452759,0.031596663,0.044470156,0.000563731,0.001430072,0.003476683,0.006066903,0.014745828,0.004250334,0.033075891,0.018981371,0.003612649,0.000681693,0.001046788,0.001881246,3.7981367728773e-06,0.128099321,0.314173182,0,0.010514146,0.02026417,0,1.42294571106376e-05,0.865869817,0.042506471,0.004176583,0.056648655,5.92894046276566e-06,234255.8333,407618,38063792,17327.4,0.010708812
74,PT,2012,0.000242675,0.036136386,0.000647664,0.000179386,0.00636811,0.045508541,0.002508147,0.001919677,0.003046098,0.002529659,0.01109232,0.002632711,0.001016846,0.004672441,0.510999747,0.001869365,0.009793799,0.016585775,0.017636556,0.000597631,0.000483545,0.003481413,0.006033626,0.030918014,0.0014421,0.029427199,0.012843298,0.003506326,0.000303326,0.001117886,0.000708246,2.77580387280156e-07,0.031827159,0.201924048,0,0.173750293,0.268028381,0.006467089,0.003814421,0.341913191,0.152733592,0.034821831,0.018471202,0,38275.79733,75125,10542398,19530.7,0.007125988
75,RO,2012,7.35390693373941e-05,0.116044456,0.000953992,0.002845721,0.003063348,0.022908623,0.007342788,0.009023068,0.04992308,0.009222033,0.036009891,0.002601566,0.006209597,0.006620532,0.218104461,0.001921379,0.052729333,0.046046576,0.074329663,0.002726602,0.00146623,0.006290289,0.009926344,0.01417763,0.00131343,0.008136958,0.00343631,0.000390453,0.002136924,0.000284468,0.000537661,8.45276659050507e-07,0.090185233,0.193016974,0.148658752,0.157902925,0.031894342,2.59303596973063e-05,1.44057553873924e-05,0.368436558,0.254395556,0.035094581,0.003576949,0,77129.66667,278070,20095996,13938.1,0.013837085
76,SE,2012,0.005682098,0.009807083,0.001123025,0.000377486,0.032162532,0.023980521,0.018655709,0.002825886,0.003696727,0.002299391,0.005580157,0.009094142,0.002194092,0.006439194,0.076232646,0.00548439,0.033011295,0.024602042,0.008862849,0.00294783,0.004915371,0.002866583,0.014395642,0.01760262,0.007531103,0.031102479,0.019215542,0.008350233,0.000475327,0.000948728,0.00349818,1.03718557225479e-06,0.104489828,0.509548232,0.297481539,0.367182072,0.0332801,8.82638045106417e-05,0.111805465,0.026332035,0.016759025,0.010055622,0.136319059,0.00069682,215263.7778,27652,9482855,33562.4,0.002915999
77,SI,2012,0.005749677,0.062531023,0.002140081,0.00077986,0.007377647,0.003312257,0.004317866,0.007169557,0.03039497,0.003077917,0.011309401,0.0086448,0.002383489,0.010665563,0.099276553,0.009819363,0.04493406,0.046242736,0.014041775,0.002527147,0.002116695,0.004850977,0.024892519,0.029961608,0.009776886,0.040868193,0.02747837,0.002187331,0.011017789,0.002290421,0.011190561,9.54540942170092e-07,0.145580857,0.311091098,0.310223882,0.222285962,5.61186472911841e-05,0.000336712,0.00192674,0.36746802,0.066291711,0.003544828,0.015261154,0.012604872,17819.38889,25460,2055496,21458.9,0.012386305
78,SK,2012,0.002066496,0.096928612,0.000797826,0.000334234,0.005685371,0.013938473,0.004779553,0.001726631,0.005945862,0.00179104,0.016388647,0.001424717,0.000986117,0.006887934,0.508535963,0.002775923,0.009864953,0.026433407,0.024862592,0.00102052,0.000412528,0.000650109,0.00710384,0.006274542,0.007553162,0.015043844,0.005009652,0.000499538,0.000147409,0.000137766,0.000511417,3.08547363640192e-07,0.038908748,0.184572262,0.440962765,0.119299176,0,0.002475308,0.001020588,0.146292979,0.204143589,0.05035614,0.034494367,0.000955088,36471.33333,131256,5404322,19868.2,0.024287228
79,AT,2013,0.003742599,0.042031001,0.000890485,0.000162896,0.005281293,0.006924276,0.0016244,0.003620883,0.005230624,0.001755636,0.011278496,0.004810579,0.000650977,0.016643519,0.502005576,0.023104259,0.011084183,0.023264387,0.028717032,0.005511951,0.001222269,0.001666706,0.005073415,0.01972185,0.004442116,0.01633415,0.011675183,0.001341278,0.002879243,0.00018893,0.000464206,3.34551648783056e-07,0.097758303,0.138896964,0,0.557325719,0.038847978,0.008010208,0.021071949,0.058500695,0.171791934,0.007022652,0.129670104,0.007758761,81147.92917,219984.567,8451860,34582.1,0.026027947
80,BE,2013,0.000696469,0.00724191,0.001812043,0.000257879,0.002570372,0.010607074,0.022823074,0.003102483,0.008237313,0.004249162,0.017909174,0.003947792,0.001182097,0.014886365,0.076301973,0.021173302,0.040074539,0.067858204,0.048597077,0.002373379,0.003298502,0.008282821,0.004667502,0.014588475,0.005206989,0.106844515,0.023440982,0.003394389,0.001787341,0.000197689,0.003421457,6.95842411177456e-07,0.168418705,0.300548254,0.520355776,0.020792755,0.044465258,4.88092839596694e-05,0.030500989,0.061743744,0.288373927,0.00030438,0.030743951,0.00267041,81951.62222,454323.1,11137974,31506.1,0.040790462
81,BG,2013,0.000551339,0.287739004,0.001262664,0.001150338,0.001414371,0.030523886,0.001987415,0.007702854,0.018900576,0.006490535,0.039176143,0.011940374,0.004842337,0.009906642,0.009817586,0.002897213,0.0127101,0.049268279,0.070772498,0.002971053,0.001143177,0.004012868,0.006849666,0.039236333,0.003084274,0.005255394,0.002145611,0.001380808,0.000193327,7.71963537365161e-05,0.000438341,8.95030188249462e-07,0.114094645,0.250062261,0.248977023,0.083177694,0.023834443,0.023608935,0,0.440558222,0.151640521,0.027675785,0.000449316,7.80604014039308e-05,57647.66667,53774,7284552,12009.4,0.007381923
82,CZ,2013,0.007861319,0.104771169,0.001643046,0.003714166,0.003431754,0.017414803,0.007516566,0.003071478,0.00333509,0.004835323,0.023215553,0.018150941,0.002739885,0.007250043,0.211784167,0.009280472,0.012280877,0.028875855,0.083780041,0.002122848,0.000836865,0.003748308,0.002536733,0.041140237,0.006490194,0.012130241,0.004139633,0.002162327,0.001771547,0.000221284,0.000514248,3.03212064880833e-07,0.055455728,0.311776957,0.278257556,0.027094575,0.004318254,0.018251581,0.003741689,0.551340988,0.093018523,0.004111269,0.018877025,0.00098854,111387.6111,249672,10516125,22240.1,0.023741825
83,DE,2013,0.00017754,0.044828381,0.000771339,0.000155866,0.001879442,0.014433045,0.00340965,0.010693618,0.013453892,0.004515138,0.025058421,0.010069626,0.00318225,0.014681531,0.178960684,0.002756405,0.027549346,0.039076032,0.041847304,0.001981723,0.001422097,0.001534422,0.006983226,0.022387732,0.017056864,0.038099148,0.025022114,0.067428938,0.000517286,0.00012487,0.003290233,4.73278632089531e-07,0.132589279,0.244062083,0.133374308,0.039207577,0.072296853,0.042517145,0.044205173,0.457216788,0.145775342,0.005722113,0.017946454,0.041738248,729450.8333,2458347,80523746,32459.1,0.030529466
84,DK,2013,0.010858908,0.246175412,0.002037052,0.000636947,0.011302252,0.008722241,0.001127987,0.003362095,0.002843178,0.000880293,0.000735155,0.004959129,0.000518406,0.007327762,0.096125726,0.021610018,0.035440875,0.013413728,0.007435305,0.00794719,0.001127859,0.001249085,0.005851698,0.04292132,0.001603044,0.046733025,0.008388231,0.003276931,0.000945254,0.000101917,0.003600711,1.27875226514979e-06,0.097091184,0.303648805,0,0.00020502,0.175417924,0.002080861,0.037738564,0.36698859,0.176308971,0.009865473,0.221474234,0.009920362,63408.5715,73498,5602628,33721.1,0.013118487
85,EE,2013,0.001062449,0.15727654,0.001032725,0.000364268,0.022842644,0.023481378,0.003575645,0.00308869,0.009951602,0.001148456,0.010406937,0.011853891,0.001030196,0.012256736,0.152023111,0.002186241,0.009143382,0.030137492,0.01771886,0.000635572,0.000883477,0.002757939,0.008636822,0.046191217,0.007040619,0.02829465,0.0143127,0.002160312,0.002437308,0.000562212,0.000850591,0,0.078579456,0.336075884,0,0.001353336,0.027274936,0,0.012579089,0.062747967,0.102766821,0.650171191,0.141125814,0.001980845,19211.77778,11632,1320174,18934.1,0.00881096
86,ES,2013,0.000809214,0.027782341,0.004061249,0.000690141,0.003392103,0.061293167,0.016929739,0.002426195,0.008877914,0.001587851,0.004347678,0.005266791,0.002032355,0.004721615,0.381368458,0.00488281,0.011484509,0.04107875,0.022844654,0.001216599,0.001308754,0.015840058,0.002539463,0.015606098,0.001210228,0.013431462,0.023544443,0.002561498,0.004096276,0.001076636,0.005557603,1.05304746341598e-07,0.060877885,0.24525536,0.229911127,0.162563355,0.225185316,0.052968174,0.000348559,0.164349614,0.107007608,0.047424287,0.008588331,0.001653629,246730.12,687854,46727890,23419.4,0.014720416
87,FI,2013,0.021978197,0.086975656,0.005697169,0.000509113,0.035441221,0.02139938,0.033383584,0.005830313,0.003118688,0.006498425,0.000873579,0.010942401,0.001005926,0.03107663,0.036002954,0.000796813,0.037431432,0.026149166,0.007739772,0.000350684,0.003887141,0.005669607,0.013056075,0.029093594,0.005132817,0.03808132,0.016116904,0.006913232,0.00386721,0.00010057,0.000914012,1.02505998309334e-06,0.094833083,0.409132305,0.218134775,0.109584864,0.007152263,0,0.023892726,0.274847208,0.132093546,0.015710131,0.216262003,0.002322483,108217.5,32770,5426674,29933.7,0.00603869
88,FR,2013,0.000361411,0.066021535,0.001236454,0.000664348,0.000747644,0.011549792,0.04354181,0.007352268,0.00622104,0.003452763,0.005726428,0.009401075,0.001177422,0.001033021,0.395720525,0.004189144,0.012373623,0.0298899,0.01847194,0.006215535,0.001776197,0.002385927,0.004017066,0.010195354,0.001919264,0.019299042,0.019028801,0.002552789,0.004468999,0.000546112,0.002606353,1.51365032841212e-06,0.106180039,0.199674868,0.705707851,0.127276527,0.026106687,0.006249032,0.007933585,0.046826652,0.05082326,0.015088929,0.013119196,0.000868281,600368.3681,1547162.009,65600350,28516.4,0.023584661
89,UK,2013,0.003995062,0.100078785,0.00049067,9.36901497833255e-05,0.000361885,0.00059788,0.002214568,0.00041028,0.00498466,0.003899657,0.002157087,0.009060581,0.002114986,0.013731891,0.490312834,0.005841832,0.027113973,0.013501875,0.002754981,0.000674796,0.000712126,0.001552933,0.006867858,0.018056624,0.001938987,0.027362272,0.00827708,0.000681194,0.000278755,0.000111563,0.000410192,5.12969142341243e-08,0.06645823,0.182900159,0.220251111,0.020316619,0.074734462,0,0.003443812,0.406067223,0.245942447,0.002323949,0.026920377,0,320575,1985772,63905342,28816.9,0.031073646
90,EL,2013,0.000572841,0.07427511,0.000530182,0.000526069,0.002277974,0.059362584,0.000694889,0.001778783,0.00523936,0.004944188,0.002766167,0.003834374,0.000463323,0.001147691,0.226768553,0.000321093,0.000920238,0.032585958,0.003228342,0.001010626,0.001261227,0.002409683,0.000993792,0.015042704,0.039500418,0.003210264,0.002488593,0.004914441,0.00074587,5.3563390646799e-05,0.002775062,2.86946735607852e-07,0.072894801,0.430460945,0,0.114511667,0.074242448,0.065435238,0,0.482262012,0.176556758,0.083345624,0,0.003646253,55749.77778,42219,11003615,18747.1,0.00383683
