,Country,Year,A,B,C10_12,C13_15,C16_18,C19,C20_21,C22_23,C24_25,C26,C27,C28,C29_30,C31_33,D,E,F,G,H,I,J58_60,J61,J62_63,K,L68,M,N,O84,P85,Q,R_S,T_U,VA_labour,VA_rest,Nuclear,Hydro,Wind,Solar,Other,Coal,Gas,Oil,Bio_Rest,Bio_Gas,Sector_Size,Gas_FC,Population,GDP_pC,Gas_FC_pC
91,HR,2013,0.002552924,0.042397336,0.002218802,0.00031163,0.009745063,0.189721699,0.001432954,0.005490642,0.007298093,0.002795995,0.005509882,0.001835634,0.001276597,0.005618274,0.187601534,0.003469927,0.020274619,0.054091845,0.017985361,0.009861856,0.001743229,0.001309657,0.003825998,0.019921258,0.008961111,0.018533287,0.003561248,0.001058999,0.001132977,0.000746014,0.002270831,8.12946663382362e-07,0.108234906,0.257209008,0,0.513646327,0.030446589,0.0006478,0,0.141573695,0.279162441,0.022005562,0.00688369,0.005633895,16980.55556,46207,4262140,15934.2,0.010841268
92,HU,2013,0.0074651,0.087691704,0.004091656,0.000976429,0.007420744,0.024926372,0.022194112,0.00882113,0.018204237,0.005311252,0.015428612,0.015560492,0.003282949,0.026673291,0.089414663,0.005889863,0.012151604,0.03547363,0.074809412,0.001335833,0.002194441,0.002238005,0.03012614,0.014372975,0.014287629,0.046000491,0.034647892,0.00594808,0.002487508,0.000825539,0.00253028,2.77225911197016e-06,0.13035697,0.246858189,0.364458433,0.005005046,0.016871468,0,0.013208412,0.18457835,0.353313917,0.002481636,0.05763635,0.002446389,42557.05556,248126,9908798,17715.6,0.025040979
93,IE,2013,0.000155434,0.039814449,0.005415664,0.000118911,0.000418209,0.007015731,0.032306347,0.00313796,0.00219699,0.000383916,0.000179272,0.00215503,0.000443162,0.003731816,0.147824666,0.000177599,0.007860094,0.05915061,0.003802493,0.004897782,0.020601242,0.006932368,0.003951376,0.033142765,0.003101018,0.01581317,0.013222506,0.000308917,0.000211474,3.77781907201987e-05,0.005620447,1.95164084901395e-06,0.114471264,0.46139759,0,0.039588127,0.189913915,0,0.005863474,0.273856718,0.468731554,0.006597567,0.008914933,0.006533713,23851.217,75738.429,4609779,34543,0.016429948
94,IT,2013,0.006972672,0.026661057,0.001225238,0.000540554,0.001715262,0.035847365,0.001559881,0.00348588,0.005720484,0.006331525,0.004618152,0.003609687,0.004312693,0.00212167,0.347164116,0.023050203,0.005324382,0.047006933,0.077312842,0.019717903,0.00230718,0.036275119,0.00933862,0.015203268,0.008264338,0.014642913,0.017771125,0.001425402,0.00126126,0.000571584,0.012878599,3.20190039904017e-06,0.055632641,0.200126246,0,0.174005646,0.047963279,0.069511034,0.040664667,0.15962682,0.380173367,0.054113187,0.043244867,0.030697135,310591.7786,1638540,59685227,26164.2,0.027453025
95,LT,2013,0.000754008,0.050816536,0.004622583,0.008317752,0.019178649,0.037506684,0.004577662,0.001369386,0.002736357,0.002220965,0.002050456,0.003977257,0.000716814,0.01519318,0.142688083,0.021071154,0.055919249,0.024842641,0.050130635,0.000678172,0.000611997,0.003584072,0.007851146,0.006809737,0.00819313,0.024470226,0.014714982,0.002049973,0.0021403,0.000414438,0.002342205,9.66057100737053e-07,0.109734426,0.367714178,0,0.08018235,0.045229146,0.003375309,0.015772279,0.008604955,0.567076982,0.03727425,0.239571961,0.002912767,13332.11111,25681,2971905,19277.4,0.008641259
96,LU,2013,0.002586872,0.042445455,0.000670131,0.000280329,0.001750948,0.002356534,0.001393418,0.003981555,0.030427384,0.001023865,0.001343427,0.024476567,0.001352919,0.001619959,0.43618849,0.027610175,0.057492088,0.072010337,0.004668772,0.002018621,0.001184595,0.00366136,0.007149334,0.012287641,0.008075115,0.015128265,0.009536875,0.001204844,0.000704935,0.000823901,0.000985897,6.32796447733861e-07,0.074414964,0.149143795,0,0.344974938,0.024857742,0,0.02834897,0,0.588705431,0.000915595,0.012197324,0,3340.086111,27971.576,537039,72546.4,0.052084813
97,LV,2013,0.009259615,0.057878986,0.000807339,0.000510782,0.011200824,0.003359248,0.000650667,0.001492377,0.00144082,0.000337324,0.001791732,0.000798146,0.000282169,0.012761146,0.430899008,0.002597472,0.021240999,0.007662523,0.007619358,0.00045163,0.000119902,0.015070854,0.007009058,0.019257824,0.035176783,0.012955787,0.011913041,0.002011552,0.000978398,0.000460023,0.000569533,3.99672588215734e-07,0.091006647,0.230428033,0,0.23077632,0.009449664,0,0.000330551,0.006408285,0.592047957,0.004125278,0.131083363,0.025778582,12605.21011,15985,2023825,16330.8,0.00789841
98,NL,2013,0.004041813,0.111347177,0.007807736,0.000340993,0.002747299,0.03346859,0.010858361,0.005150144,0.002411448,0.003999425,0.001429809,0.003553249,0.001386319,0.012442928,0.112553767,0.012492661,0.04854052,0.037285085,0.011776734,0.002308206,0.004237333,0.002578849,0.011203866,0.031658181,0.005829086,0.07053927,0.026354119,0.004702132,0.002606338,0.000570035,0.002048264,3.1476248652292e-07,0.100495216,0.311234733,0.027793316,0.001098966,0.044356287,5.82015690177788e-05,0,0.278403167,0.603736314,0.018712073,0.024731568,0.001110109,104017.8143,907008.222,16779575,35524.5,0.054054302
99,PL,2013,0.010668437,0.124431204,0.002319334,0.000512614,0.001939512,0.007973447,0.003591448,0.006326003,0.008378994,0.005475633,0.014631627,0.010819018,0.00272749,0.014260863,0.070050098,0.006918835,0.110332191,0.028587885,0.03548643,0.000919647,0.001228671,0.001928098,0.006364228,0.009026211,0.005107948,0.02857274,0.017112448,0.002009222,0.00053602,0.001056677,0.001587008,8.33341395005524e-07,0.124068229,0.335050959,0,0.01279369,0.02565575,0,0,0.879601338,0.033356606,0.003623597,0.044961897,7.12184938285614e-06,234021.6111,413272,38062535,17510.8,0.010857711
100,PT,2013,0.000231292,0.035005435,0.00063378,0.000283973,0.008677305,0.039837385,0.002368261,0.00195388,0.002980143,0.00233517,0.010933208,0.002337758,0.000897464,0.004148987,0.509679536,0.002890033,0.009189981,0.016308617,0.017977615,0.000642385,0.000472729,0.003807366,0.006666546,0.028664489,0.001545306,0.030825035,0.013729912,0.00374587,0.000292788,0.001092866,0.00065148,2.0988401179856e-07,0.031132375,0.208060819,0,0.347964222,0.281544303,0.006393287,0.004616633,0.277419799,0.037776712,0.028396328,0.015888716,0,42671.79222,72882,10487289,20153.5,0.006949556
101,RO,2013,4.31580869224164e-05,0.094709069,0.000693303,0.003175163,0.002934412,0.03128366,0.005181609,0.007619229,0.039461982,0.007217074,0.028169649,0.002867442,0.00673557,0.007586488,0.210416103,0.002634334,0.070367096,0.025735073,0.071908882,0.002621888,0.001723685,0.007049177,0.014498005,0.02437336,0.001821298,0.010367005,0.003323579,0.000337756,0.001926555,0.000262196,0.000566399,7.44104946938214e-07,0.081398587,0.230990469,0.157756925,0.204521846,0.058116684,0.004141493,6.0349620438606e-05,0.315949877,0.231085486,0.021931052,0.006338219,9.80681332127347e-05,73644.94444,264286,20020074,14267.5,0.01320105
102,SE,2013,0.020357663,0.001320501,0.000994311,0.000540704,0.032049341,0.010707524,0.018369954,0.005442026,0.003912343,0.002399521,0.005461883,0.004415009,0.001711339,0.003807778,0.074733636,0.008574165,0.065264545,0.022670444,0.017934882,0.003628762,0.004518,0.003387738,0.015889279,0.010409622,0.02297251,0.04220372,0.019332627,0.010725756,0.000553857,0.001609516,0.003344419,6.60199655548447e-07,0.104879063,0.455876902,0.331350683,0.30656557,0.049071632,0.000174508,0.116618391,0.030670739,0.017530846,0.00723737,0.139907721,0.00087254,200563.9444,23091,9555893,33410.5,0.002416415
103,SI,2013,0.005604409,0.061627995,0.002219586,0.000713771,0.007312428,0.003491981,0.004176866,0.007146099,0.028732553,0.002959448,0.010807204,0.008173892,0.00201878,0.010958159,0.092855951,0.00982507,0.038859997,0.045207995,0.013806721,0.002628188,0.001900439,0.004767638,0.023384394,0.02988055,0.010205251,0.039649246,0.027424749,0.00220095,0.011408226,0.002102177,0.010580773,1.8636324245951e-06,0.147149155,0.330217495,0.293337187,0.263283962,0.000221387,0.00033208,0.002370681,0.34887139,0.060724488,0.003846591,0.015447862,0.011564373,18067.94444,25150,2058821,21627.8,0.012215729
104,SK,2013,0.002626633,0.121218649,0.0009482,0.000384588,0.004638632,0.012732966,0.000996839,0.002092844,0.008836397,0.003522005,0.067262338,0.003448801,0.002540283,0.005577959,0.462266494,0.002761703,0.008155132,0.023046012,0.019373984,0.000477592,0.000289858,0.000319435,0.006245257,0.009335514,0.008596245,0.016201238,0.005065531,0.000462639,9.54691037086132e-05,0.000127511,0.000397322,1.0680708676523e-06,0.041489213,0.158465649,0.445626429,0.138196616,0,0.003394223,0.001327646,0.1389052,0.188493933,0.045127841,0.03747908,0.001449031,36614.5,139388,5410836,20140.1,0.025760899
105,AT,2014,0.001886297,0.026522266,0.000524859,0.000118437,0.003896424,0.007144502,0.00146167,0.002942506,0.005105797,0.001216209,0.006269142,0.004166753,0.000460419,0.012897098,0.599733105,0.015346691,0.009614258,0.014486101,0.027638656,0.004558886,0.000966729,0.001319841,0.004185748,0.017379969,0.003474579,0.013148261,0.008833153,0.001187527,0.002855431,0.000152546,0.000408723,3.70973456677428e-06,0.079985759,0.120107946,0,0.574155891,0.049875593,0.010471012,0.023211508,0.045836775,0.151885112,0.006144482,0.130519163,0.007900465,77105.34839,203734.807,8507786,34974.9,0.023946865
106,BE,2014,0.00080671,0.005147381,0.001852789,0.000268531,0.002773191,0.009986124,0.022946137,0.003320159,0.009007637,0.004738713,0.017545805,0.003935598,0.001318844,0.015333564,0.072596081,0.022558641,0.042233755,0.072422626,0.057227042,0.002436269,0.003732263,0.008023398,0.005264429,0.015386855,0.005027377,0.114668366,0.024766488,0.003360826,0.00189825,0.000184879,0.003683127,7.19064181112133e-07,0.17353863,0.272008797,0.48172441,0.020942427,0.06556729,5.71728819809578e-05,0.038689127,0.059582719,0.30508498,0.000204631,0.024072007,0.004075235,69963.23889,386845.1,11180840,32192.2,0.03459893
107,BG,2014,0.000563561,0.300091519,0.001895686,0.001297469,0.001534197,0.030129702,0.0026104,0.011784922,0.021978333,0.008680807,0.049845261,0.015995366,0.00697493,0.011186173,0.008650416,0.005234396,0.01662184,0.051433574,0.082070853,0.003114779,0.001333458,0.003876945,0.009065756,0.038728667,0.002874053,0.007569147,0.002880451,0.001778922,0.000343628,0.000105301,0.000701652,2.66584985027254e-07,0.098861442,0.20018613,0.259606883,0.083590203,0.021549208,0.020270179,0,0.447889467,0.136019594,0.029190101,0.001183686,0.000700678,61765.61111,54833,7245677,12622.5,0.007567685
108,CZ,2014,0.008826321,0.067549465,0.001733313,0.005757935,0.004673536,0.012610973,0.008078014,0.003437484,0.005662928,0.006462456,0.023956381,0.01981274,0.003894527,0.015766188,0.20058687,0.010940478,0.018037648,0.033769789,0.102586082,0.002020117,0.000669507,0.004507907,0.003404403,0.030090402,0.009458806,0.015085679,0.00544028,0.00278805,0.001986738,0.00027543,0.000769345,3.53115272138878e-05,0.060746978,0.308577921,0.289929494,0.022735704,0.004524377,0.020136796,0.004020614,0.549542082,0.081789727,0.004284088,0.021894168,0.00114295,105428.8889,223610,10512419,23289.2,0.021271032
109,DE,2014,0.000184429,0.039089634,0.000690537,0.000154795,0.002077928,0.012741136,0.003536122,0.010866606,0.012655988,0.004692445,0.025872633,0.009985758,0.00345935,0.014645474,0.176332498,0.002808692,0.029014713,0.040458198,0.042635264,0.001839291,0.001467101,0.001670459,0.007426099,0.023453905,0.016647264,0.03887303,0.026701481,0.071023704,0.00053518,0.000125296,0.003236215,5.46279423064959e-07,0.132178379,0.242919851,0.137947016,0.035906644,0.083080096,0.051212708,0.047816665,0.444977326,0.129844595,0.003934001,0.018813281,0.046467668,704103.6667,2206383,80767463,33683.4,0.027317721
110,DK,2014,0.013082486,0.172706193,0.011888226,0.000535503,0.010522135,0.003952398,0.00119832,0.003889031,0.00327334,0.001013584,0.000954277,0.004684093,0.000643242,0.008254404,0.06326665,0.022279712,0.042774703,0.012249143,0.007832729,0.007223709,0.001216736,0.001265023,0.006787099,0.040582519,0.00117947,0.051043897,0.010342329,0.003615262,0.00073764,0.000128909,0.004131914,1.45004893190121e-07,0.116484751,0.370260424,0,0.000264247,0.230405819,0.00360159,0.038859955,0.3154875,0.143524144,0.005730246,0.248612314,0.013514185,56765.05939,67342.734,5627235,34324.1,0.011967287
111,EE,2014,0.001081848,0.138413067,0.000784062,0.000361925,0.027154844,0.023657982,0.004125159,0.003179442,0.009430338,0.001469298,0.010775285,0.031320581,0.000769663,0.011795613,0.168371685,0.002000077,0.008293514,0.021267837,0.0165098,0.000435226,0.000933937,0.002401925,0.008265372,0.038373864,0.006898172,0.023040157,0.013647124,0.001795881,0.002185294,0.000645313,0.000868489,0,0.081664803,0.338082426,0,0.001437271,0.032615005,0,0.017747845,0.071448972,0.100830116,0.624445284,0.149123049,0.002352457,18089.83333,10413,1315819,19767.1,0.007913702
112,ES,2014,0.000818192,0.026534476,0.003837021,0.000647091,0.002653561,0.062603924,0.018422048,0.002182654,0.009547634,0.001797872,0.004944456,0.006245675,0.002211424,0.005185864,0.383267756,0.005037446,0.011345968,0.042390685,0.025286664,0.001332326,0.001488441,0.015663098,0.002822959,0.019087161,0.001363723,0.015352545,0.026484237,0.002521951,0.004716317,0.001121166,0.005882665,9.24226925437002e-08,0.063085934,0.224116975,0.232409323,0.169955635,0.210614232,0.055337157,0.000340675,0.180724053,0.094492711,0.046197969,0.00841954,0.001508704,246569.282,665018,46512199,24044.9,0.014297711
113,FI,2014,0.02263384,0.079103845,0.003083951,0.000401194,0.029941512,0.023284672,0.021342962,0.004859048,0.003990711,0.005051388,0.00119291,0.01177485,0.000521856,0.027868018,0.041020254,0.002173034,0.037306256,0.028964646,0.006365072,0.000387713,0.00956609,0.008424972,0.011415337,0.034457112,0.005191598,0.040722757,0.021903354,0.008594055,0.00295329,0.000137177,0.001546357,0,0.089681067,0.4141391,0.227299017,0.120204357,0.010670908,0,0.03120033,0.266541353,0.11575038,0.015661483,0.209673222,0.00299895,103740,31204,5451270,29913.7,0.005724171
114,FR,2014,0.000329121,0.054421789,0.001070352,0.000600814,0.000678681,0.009228051,0.039172016,0.006824815,0.006039949,0.00304127,0.005243252,0.008758818,0.001176652,0.001004777,0.390572874,0.004281544,0.012358704,0.026931778,0.017803785,0.00576841,0.001785976,0.002212091,0.004003198,0.009941702,0.002060847,0.020079881,0.018879259,0.00239036,0.005313154,0.000585047,0.002506165,1.62741748919139e-07,0.113620517,0.221314189,0.744767627,0.117571353,0.02874414,0.008053424,0.007906079,0.02621194,0.036894615,0.013712619,0.015070142,0.001068062,586060.6629,1299271.193,66165980,28763.1,0.019636544
115,UK,2014,0.004553138,0.063562807,0.000538645,7.6898545371619e-05,0.000342218,0.000420169,0.002718185,0.000380019,0.004383754,0.00325497,0.001859856,0.007669515,0.001681999,0.011188836,0.522119258,0.005065403,0.029037994,0.011722673,0.002602043,0.000493681,0.000700762,0.001934044,0.007091466,0.01819029,0.001890083,0.028709705,0.009493103,0.000631284,0.00029455,0.000122622,0.000408699,4.85667688691722e-06,0.067450706,0.189405765,0.215030696,0.025359239,0.090271875,0,0.003562032,0.337876948,0.285063752,0.001784389,0.041051069,0,296460,1692615,64351203,29586.2,0.026302772
116,EL,2014,0.000590221,0.073470784,0.00059593,0.000517846,0.002315794,0.055375775,0.000788574,0.001948116,0.005423549,0.004741699,0.002664121,0.003577222,0.00046134,0.001127709,0.235015576,0.000441505,0.000664047,0.033149607,0.003145974,0.001154124,0.001390405,0.002208006,0.00123153,0.017020227,0.04078242,0.003307365,0.003121881,0.005453544,0.000820987,6.12475042609589e-05,0.00262716,4.83787553404099e-07,0.107988058,0.386817176,0,0.093528271,0.074891642,0.07698268,0,0.534295166,0.118701932,0.097580644,0,0.004019665,49257.83333,38825,10926807,19076.9,0.003553188
117,HR,2014,0.003371704,0.033154993,0.002487358,0.000268479,0.011935507,0.19567042,0.001941633,0.003502618,0.004349475,0.003808285,0.008140828,0.001715179,0.001814045,0.009251326,0.172921392,0.00419256,0.012599447,0.062043654,0.022952805,0.010705887,0.003082969,0.001447003,0.002343443,0.014444936,0.003005267,0.016375381,0.004398756,0.000631892,0.00121148,0.000871648,0.002183203,0,0.090528389,0.29264804,0,0.569090525,0.045562194,0.002184489,0,0.146547988,0.202186569,0.018387847,0.007385652,0.008654736,16022.05556,43646,4246809,16004.6,0.010277364
118,HU,2014,0.00904553,0.052652545,0.003830546,0.000822401,0.006621611,0.016346506,0.023572779,0.006706642,0.013643767,0.00533363,0.019967442,0.015181127,0.003391112,0.017089589,0.101327552,0.00708851,0.017274591,0.026394824,0.08204299,0.001121216,0.002635286,0.002364594,0.030599548,0.015820064,0.012969456,0.046463116,0.031768882,0.00461977,0.001978112,0.000772745,0.002392718,4.21856657062836e-05,0.145205039,0.272913573,0.384527964,0.007295437,0.015923927,0,0.018913198,0.182297053,0.320883424,0.003717737,0.06349777,0.002943489,41258.66667,232704,9877365,18413.8,0.02355932
119,IE,2014,0.000184456,0.039404092,0.006175026,0.00013455,0.000428678,0.006678639,0.035402491,0.005191615,0.002317227,0.000271678,0.000215553,0.0024404,0.000621477,0.00306658,0.139825322,0.000229356,0.010380651,0.073769777,0.004107481,0.005515171,0.025780445,0.006423344,0.003587031,0.033428388,0.003892687,0.017239954,0.014641188,0.000363754,0.000458864,6.44685568645285e-05,0.005827047,1.51690722034185e-07,0.105607384,0.446325072,0,0.04117503,0.213256159,0,0.005920606,0.267931607,0.444743693,0.009532656,0.010460847,0.006979401,23988.592,75171.877,4637852,36681.7,0.016208339
120,IT,2014,0.00756597,0.018773632,0.001182209,0.000497935,0.00165643,0.033199966,0.001444445,0.002970838,0.005089423,0.006791951,0.00429737,0.00335307,0.004563273,0.001913668,0.368773276,0.01900704,0.005814555,0.040842412,0.072346316,0.023597811,0.002637158,0.039654546,0.008314446,0.014784527,0.009888071,0.014287703,0.021395172,0.001991602,0.001183296,0.000650564,0.014722997,6.97553615844938e-06,0.058791045,0.188010307,0,0.19777763,0.050436213,0.074124271,0.044150424,0.157909002,0.338260314,0.051525228,0.050459658,0.035357261,300934.5704,1437594,60782668,26135.1,0.02365138
121,LT,2014,0.000711945,0.054322252,0.005084881,0.009062578,0.021445673,0.030206526,0.004498482,0.001117,0.002986244,0.002664887,0.002398811,0.005080231,0.000701096,0.016331859,0.122564119,0.046213929,0.065495866,0.026209713,0.057702184,0.000876757,0.000903623,0.003975114,0.009581296,0.007521924,0.008061308,0.028545493,0.015648847,0.005268292,0.002141519,0.000446387,0.002321314,5.16651149910464e-07,0.105300737,0.334608601,0,0.088076167,0.051728558,0.005909522,0.024312692,0.003939681,0.458370249,0.023386237,0.342064195,0.002212698,12352.94444,24285,2943472,20194,0.008250461
122,LU,2014,0.000242557,0.047727802,0.000560061,0.000517818,0.001900936,0.001014514,0.001945223,0.012905925,0.066854353,0.001249576,0.002063776,0.017923306,0.001800779,0.001689721,0.324615146,0.026561323,0.069944907,0.065317252,0.006324189,0.00162295,0.001497583,0.003574986,0.010538271,0.01076652,0.009004577,0.016650564,0.013028566,0.001433537,0.001028822,0.000864619,0.001000887,0,0.084985467,0.192843487,0,0.360132022,0.02473814,0,0.027618723,0,0.540617892,0.000792282,0.046100941,0,3228.860333,26731.779,549680,75173.6,0.048631529
123,LV,2014,0.010409741,0.050383495,0.000944456,0.000414133,0.01213136,0.003088885,0.001135854,0.001700888,0.001627607,0.000386653,0.001765491,0.000824892,0.000368815,0.011413497,0.440434459,0.003282694,0.023601263,0.008274954,0.008403195,0.000451738,0.000128724,0.016035977,0.007801039,0.020538412,0.051678445,0.013319764,0.012491015,0.002198426,0.001063537,0.000525501,0.000613245,2.41055514602902e-06,0.097198405,0.195361031,0,0.17305478,0.011970231,0,0.000169383,0.002589143,0.589646987,0.00070173,0.188571855,0.03329589,11479.56156,15196,2001468,17059.9,0.007592427
124,NL,2014,0.00408094,0.096949029,0.009376124,0.000306861,0.002329188,0.024112671,0.00921718,0.004003478,0.002499485,0.004139281,0.001386931,0.003416482,0.001491391,0.013272698,0.116260297,0.012297794,0.055290585,0.048972043,0.012087625,0.00225178,0.005121736,0.002821393,0.009945411,0.045996487,0.006041884,0.071837607,0.028948514,0.005194907,0.002734261,0.000547504,0.002160683,3.80248935941254e-07,0.106242911,0.288664459,0.038123057,0.001045565,0.044515392,6.09726620345853e-05,0.000186375,0.310155332,0.559357157,0.028451735,0.017426067,0.000678348,107310.3877,744622.556,16829289,35275.5,0.044245634
125,PL,2014,0.011178969,0.121846637,0.002112254,0.000583801,0.002167944,0.007242864,0.003874342,0.006836509,0.009059144,0.006288489,0.016438523,0.012232617,0.003134771,0.015107387,0.064125636,0.007242557,0.109496722,0.027423903,0.038040709,0.000926934,0.001340206,0.001875236,0.007460512,0.009557508,0.005357021,0.030858684,0.018007676,0.001991266,0.000515006,0.001126748,0.001567501,9.98111927356822e-05,0.121440974,0.333441139,0,0.012313838,0.034610407,0,3.10613928429541e-05,0.864030256,0.034318581,0.003318058,0.051370283,7.51485310716631e-06,221783,388344,38017856,18029.2,0.010214779
126,PT,2014,0.000233112,0.043775843,0.000635142,0.000281221,0.007723929,0.050856337,0.002972194,0.001990422,0.003361643,0.002637002,0.012382449,0.0028536,0.001009579,0.004357354,0.486986841,0.002650441,0.00762335,0.017200236,0.017245843,0.000592752,0.000518408,0.003694762,0.007208381,0.028340065,0.001548146,0.034734878,0.014577174,0.003083567,0.000289084,0.000989063,0.000664236,2.8593907467542e-07,0.026180868,0.210801792,0,0.369308368,0.272916347,0.007639179,0.00461959,0.269333348,0.036303215,0.024015607,0.015864347,0,44376.23522,72000,10427301,20593.8,0.006904951
127,RO,2014,4.90584607116571e-05,0.077260702,0.00070859,0.004666785,0.002966139,0.040618257,0.006122424,0.009029908,0.046845888,0.00488343,0.02331344,0.003160368,0.010797946,0.007537743,0.202014792,0.002569303,0.053298902,0.030024852,0.07191777,0.002928181,0.001673717,0.012008938,0.011543134,0.013880751,0.00174641,0.010064934,0.006393786,0.000243287,0.001430931,0.001507205,0.000518874,7.16181908199373e-08,0.080751229,0.257522256,0.146846067,0.238367036,0.073485917,0.015632893,0.000782553,0.295404667,0.199977921,0.019837718,0.00952898,0.000136248,79511.83333,254289,19947311,14795.6,0.012748034
128,SE,2014,0.019788657,0.001068313,0.000974998,0.000567716,0.033851075,0.010590251,0.018321975,0.005181838,0.003778471,0.002236898,0.005113686,0.003837384,0.001596736,0.00379983,0.07134861,0.008801396,0.066070469,0.022920825,0.018482192,0.003711025,0.004842925,0.003450482,0.016887304,0.010870848,0.023320715,0.04363986,0.020483221,0.010687914,0.000536901,0.001637551,0.003316352,1.08695439508923e-07,0.104161807,0.454121666,0.326567743,0.321448526,0.056552994,0.000236581,0.123267797,0.024151705,0.009097753,0.004926819,0.133162264,0.000587818,198663.2222,24593,9644864,33807.6,0.002549855
129,SI,2014,0.005367244,0.05924556,0.00243442,0.000681237,0.008090188,0.002644301,0.006280402,0.008360679,0.0302394,0.002906276,0.010684398,0.008161317,0.00229667,0.011014497,0.089839103,0.01085671,0.043939773,0.046623645,0.013596685,0.002801085,0.002223537,0.005124303,0.026807669,0.029700922,0.008866597,0.042617372,0.029360304,0.002256096,0.013248052,0.002243573,0.009565366,2.75500170559651e-05,0.15194736,0.30994771,0.336479206,0.32422439,0.00021129,0.000369757,0.002556021,0.260467655,0.045177894,0.005431912,0.014567266,0.010514608,18931.33333,24100,2061085,22120.2,0.011692871
130,SK,2014,0.002823175,0.126727083,0.001190819,0.000455992,0.005452214,0.013151112,0.001282697,0.002258327,0.010268658,0.003951708,0.076264052,0.004005554,0.002843743,0.006450837,0.427148954,0.003032544,0.009626388,0.024347181,0.02498169,0.000464336,0.000329479,0.000362174,0.008312257,0.010521297,0.007627298,0.019879426,0.007015007,0.000454634,0.00010255,0.000143007,0.00040137,1.45529494025966e-06,0.040894273,0.157228707,0.481817056,0.130893101,0,0.003441825,0.000920274,0.134801756,0.163765293,0.041934383,0.039150135,0.003276176,33202.66667,114854,5415949,20728.3,0.021206625
131,AT,2015,0.002374107,0.034807911,0.000485045,0.000121861,0.003885787,0.004323612,0.001217084,0.002833297,0.00495164,0.001276901,0.005492814,0.004100489,0.000535989,0.012604207,0.596976402,0.016272613,0.008533157,0.013312862,0.028152089,0.004637243,0.00088835,0.00138975,0.004324029,0.019274087,0.003298855,0.012721649,0.008175785,0.001300807,0.001609219,0.000158782,0.00042568,4.31491232306946e-06,0.07899397,0.120539616,0,0.517167692,0.06242171,0.012421705,0.026465437,0.046926397,0.179636402,0.009527804,0.137558142,0.007874711,77542.26844,212190.515,8584926,35901.1,0.024716639
132,BE,2015,0.001805498,0.004084125,0.002833528,0.000114025,0.012003614,0.003946852,0.016342556,0.000645353,0.002783023,0.001062409,0.000432855,0.000838697,0.000382923,0.007881017,0.133660747,0.002895002,0.074741022,0.031971328,0.05610576,0.00148937,0.000587563,0.002782941,0.011391904,0.066900524,0.002600812,0.055569439,0.006156719,0.002704196,0.000620305,0.000188269,0.004356869,4.09280149069653e-07,0.16209483,0.328025516,0.390484282,0.021204899,0.082919755,5.98374565357753e-05,0.041781421,0.060100741,0.357323195,0.00039152,0.039411941,0.006322409,66847.76111,414747.4,11237274,33212.6,0.036908186
133,BG,2015,0.000526173,0.347474149,0.001826846,0.001087821,0.001393375,0.02610409,0.002631901,0.011454623,0.019044514,0.008274538,0.04398543,0.013863574,0.006062384,0.010302583,0.008981972,0.004836805,0.01693542,0.054889798,0.071901347,0.002655983,0.001386901,0.003550115,0.007866961,0.028650022,0.002542825,0.005824156,0.002660903,0.001419787,0.000272926,7.58704319461646e-05,0.00063234,7.76830361223529e-07,0.095564894,0.195318199,0.250015845,0.098772992,0.023331444,0.022222718,0,0.447454707,0.128489875,0.02656121,0.001930004,0.001221205,62233.61111,60459,7202198,13221.1,0.008394521
134,CZ,2015,0.009896969,0.085654677,0.001888479,0.005583236,0.005064335,0.010664142,0.01020776,0.003969584,0.012500232,0.011800355,0.030201488,0.025162335,0.004332837,0.016342967,0.204940757,0.011902529,0.019879542,0.035018854,0.045432844,0.002060626,0.000620496,0.004168215,0.003121585,0.02840071,0.010437941,0.015685422,0.007067434,0.002310996,0.001594115,0.000270703,0.000576067,5.05080326585807e-05,0.060092836,0.313098426,0.262013889,0.024227659,0.005541896,0.021896775,0.004263617,0.565007931,0.087130379,0.003563492,0.025045994,0.001308369,103394.2222,233725,10538275,24375.9,0.022178677
135,DE,2015,0.001001417,0.048221818,0.00072516,0.000166905,0.002464098,0.008238501,0.003862205,0.011279655,0.011513751,0.005940805,0.026164571,0.009911084,0.004047067,0.014465957,0.194418051,0.003196349,0.035073155,0.0442627,0.023794575,0.000788358,0.001426079,0.002244174,0.007574564,0.02509512,0.01856037,0.038673608,0.030497871,0.067499972,0.000466327,0.000195659,0.003446916,4.25699935446862e-07,0.147187425,0.207595306,0.126568355,0.034116616,0.111176509,0.053404686,0.047313019,0.427800639,0.127103694,0.004307229,0.019297647,0.048911606,725189.1667,2293540,81197537,34224.6,0.028246423
136,DK,2015,0.011913795,0.122472167,0.006755674,0.000533304,0.008298557,0.003919688,0.000987769,0.003531241,0.002561598,0.000916446,0.00073018,0.004486296,0.000577955,0.007428825,0.064234168,0.019385208,0.036792519,0.013337756,0.013480698,0.005908194,0.001242411,0.001354554,0.006121133,0.029296497,0.001133952,0.053671538,0.010854702,0.003521515,0.000630416,9.04804141586228e-05,0.00380224,1.4736223804336e-07,0.112565003,0.447463373,0,0.000330799,0.259301703,0.004874599,0.035273216,0.263158433,0.147630645,0.006716109,0.268295543,0.014418954,54504.43194,69993.252,5659715,35266,0.012366922
